compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
MELPHALAN	SGDBTWWWUNNDEQ-LBPRGKRZSA-N	[M-H]-	303.0672572	7.187565812	6.687565812	7.687565812	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_29_MS-P3-C10_1_Rg70to1050-CE205060norm--S1_Run160.h5	HF_Aug2019	
3,3',5'-triiodothyronine	HZCBWYNLGPIQRK-LBPRGKRZSA-N	[M-H]-	649.78278	7.366284121	6.616284121	8.116284121	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA07C02 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: metatlas is perfect, nist has extra frags; STANDARD ANNOTATION: 1. SOURCE: IROA07C02 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: many matches and mismatches				HF_Aug2019	
Neoglucobrassicin	PKKMITFKYRCCOL-CMZRPVNOSA-N	[M-H]-	477.0643109039999	7.439155361415235	6.939155361415235	7.939155361415235	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_NEG_MS2_RefStd-13_Neoglucobrassicin_1_Rg70to1050-CE205060norm-glucosinolate-water-S1_Run549.h5	HF_Aug2019	
CYTARABINE	UHDGCWIWMRVCDJ-STUHELBRSA-N	[M-H]-	242.0782445	7.456187221	6.956187221	7.956187221	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_15_MS-P2-C6_1_Rg70to1050-CE102040norm--S1_Run87.h5	HF_Aug2019	
RIZATRIPTAN BENZOATE	ULFRLSNUDGIQQP-UHFFFAOYSA-N	[M-H]-	268.1567696	7.523092348	7.023092348	8.023092348	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_46_MS-P5-C7_1_Rg70to1050-CE102040norm--S1_Run246.h5	HF_Aug2019	
Gluconasturtiin	CKIJIGYDFNXSET-LFHLZQBKSA-N	[M-H]-	422.05849725199994	7.602634754567798	7.102634754567798	8.102634754567799	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_NEG_MS2_RefStd-8_Gluconasturtiin_1_Rg70to1050-CE205060norm-glucosinolate-water-S1_Run524.h5	HF_Aug2019	
Glycine Betaine	KWIUHFFTVRNATP-UHFFFAOYSA-N	[M+Cl]-	152.048380592	7.666184629343409	7.166184629343409	8.166184629343409	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20250610_JGI_MB-KW_510659_MtrophMeth-13C_final_EXP120B_HILICZ_USHXG01827/20250610_JGI_MB-KW_510659_MtrophMeth-13C_final_EXP120B_HILICZ_USHXG01827_NEG_MS2_RefStd-S8_GlycineBetaine_A_Rg70to1050-CE102040norm-super-S1_Run422.h5	HF_Aug2019	
3,5-diiodo-thyronine	ZHSOTLOTTDYIIK-ZDUSSCGKSA-N	[M-H]-	523.88613	7.66951048	6.91951048	8.41951048	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05G03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05G03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
PENCICLOVIR	JNTOCHDNEULJHD-UHFFFAOYSA-N	[M-H]-	252.1102133	7.684073994	7.184073994	8.184073994	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_43_MS-P5-C4_1_Rg70to1050-CE205060norm--S1_Run231.h5	HF_Aug2019	
3-amino-5-hydroxybenzoic acid	QPEJHSFTZVMSJH-UHFFFAOYSA-N	[M-H]-	152.03532	7.786682191	7.036682191	8.536682191	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05E03 2. MZRT: m/z-rt manually verified 3. PEAK: RTs off a bit from each other prob because of broad peak shape 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA05E03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: RTs off a bit from each other prob because of broad peak shape 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
Glucotropaeolin	QQGLQYQXUKHWPX-BXLHIMNRSA-N	[M-H]-	408.04284718799994	7.804998514412824	7.304998514412824	8.304998514412823	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_NEG_MS2_RefStd-7_Glucotropaeolin_1_Rg70to1050-CE205060norm-glucosinolate-water-S1_Run519.h5	HF_Aug2019	
Glucobrassicanapin	XMJFVIGTHMOGNZ-AHMUMSBHSA-N	[M-H]-	386.05849725199994	7.813504070713525	7.313504070713525	8.313504070713524	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_NEG_MS2_RefStd-3_Glucobrassicanapin_1_Rg70to1050-CE102040norm-glucosinolate-water-S1_Run498.h5	HF_Aug2019	
orotic acid	PXQPEWDEAKTCGB-UHFFFAOYSA-N	[M-H]-	155.00983	7.845219387	7.095219387	8.595219387	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01D08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01D08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
betaine	KWIUHFFTVRNATP-UHFFFAOYSA-O	[M-2H]-	116.0717	7.905109179	7.155109179	8.655109179	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02B01 2. MZRT: m/z-rt manually verified 3. PEAK: low intensity 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02B01 2. MZRT: m/z-rt manually verified 3. PEAK: low intensity 4. SPECTRUM: none				HF_Aug2019	
AMOXICILLIN	LSQZJLSUYDQPKJ-OAYJICASSA-N	[M-H]-	364.0972657	8.055289795	7.555289795	8.555289795	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_2_MS-P1-C3_1_Rg70to1050-CE205060norm--S1_Run22.h5	HF_Aug2019	
Gluconapin	PLYQBXHVYUJNQB-BZVDQRPCSA-N	[M-H]-	372.04284718799994	8.081755791448108	7.581755791448108	8.58175579144811	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_NEG_MS2_RefStd-10_Gluconapin_1_Rg70to1050-CE205060norm-glucosinolate-water-S1_Run534.h5	HF_Aug2019	
4-hydroxy-2-quinolinecarboxylic acid	HCZHHEIFKROPDY-UHFFFAOYSA-N	[M-H]-	188.03532	8.11351527	7.36351527	8.86351527	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05B09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05B09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect match to metatlas, frag intensity variation in mona, missing/additional frags in nist				HF_Aug2019	
TERBUTALINE HEMISULFATE	XWTYSIMOBUGWOL-UHFFFAOYSA-N	[M-H]-	224.1292175	8.131381028	7.631381028	8.631381028	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_42_MS-P5-C3_1_Rg70to1050-CE102040norm--S1_Run225.h5	HF_Aug2019	
mannose	WQZGKKKJIJFFOK-QTVWNMPRSA-N	[M-H]-	179.05611	8.177527244	7.427527244	8.927527244	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06F11 2. MZRT: m/z-rt manually verified 3. PEAK: split, likely anomers 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
1-methyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	IBRKLUSXDYATLG-LURJTMIESA-N	[M-H]-	178.08735	8.184519127	7.434519127	8.934519127	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06C11 2. MZRT: m/z-rt manually verified 3. PEAK: 2nd of 2 pks, higher intensity 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06C11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: 2nd of 2 pks, higher intensity 4. SPECTRUM: none				HF_Aug2019	
CHLORTETRACYCLINE HYDROCHLORIDE (peak1)	CYDMQBQPVICBEU-XRNKAMNCSA-N	[M-H]-	477.1070174	8.307982488	7.807982488	8.807982488	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_11_MS-P2-C2_1_Rg70to1050-CE205060norm--S1_Run68.h5	HF_Aug2019	
DOMPERIDONE	FGXWKSZFVQUSTL-UHFFFAOYSA-N	[M-H]-	424.1545767	8.314621396	7.814621396	8.814621396	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_19_MS-P2-C10_1_Rg70to1050-CE205060norm--S1_Run109.h5	HF_Aug2019	
DEMECLOCYCLINE HYDROCHLORIDE	FMTDIUIBLCQGJB-SEYHBJAFSA-N	[M-H]-	463.0913673	8.314809405	7.814809405	8.814809405	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_12_MS-P2-C3_1_Rg70to1050-CE205060norm--S1_Run73.h5	HF_Aug2019	
normetanephrine	YNYAYWLBAHXHLL-UHFFFAOYSA-N	[M-H]-	182.08227	8.320883317	7.570883317	9.070883317	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03F02 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA03F02 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST 3. PEAK: none 4. SPECTRUM: perfect match to nist				HF_Aug2019	
NORFLOXACIN	OGJPXUAPXNRGGI-UHFFFAOYSA-N	[M-H]-	318.1259437	8.332520053	7.832520053	8.832520053	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_40_MS-P4-C11_1_Rg70to1050-CE205060norm--S1_Run216.h5	HF_Aug2019	
thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N	[M-2H]-	263.09721	8.336731918	7.586731918	9.086731918	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03A11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice but w left & right shoulders 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA03A11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice but w left & right shoulders 4. SPECTRUM: none				HF_Aug2019	
DOXYCYCLINE HYDROCHLORIDE	JBIWCJUYHHGXTC-AKNGSSGZSA-N	[M-H]-	443.1459897	8.346482844	7.846482844	8.846482844	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_11_MS-P2-C2_1_Rg70to1050-CE205060norm--S1_Run68.h5	HF_Aug2019	
QUINIDINE GLUCONATE (peak2)	LOUPRKONTZGTKE-LHHVKLHASA-N	[M+Cl]-	359.15318	8.347179194	7.847179194	8.847179194	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_41_MS-P5-C2_1_Rg70to1050-CE205060norm--S1_Run221.h5	HF_Aug2019	
MITOMYCIN	NWIBSHFKIJFRCO-CPKMXBGFSA-N	[M-H]-	333.1204437	8.347960271	7.847960271	8.847960271	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_3_MS-P1-C4_1_Rg70to1050-CE102040norm--S1_Run26.h5	HF_Aug2019	
NORFLOXACIN	OGJPXUAPXNRGGI-UHFFFAOYSA-N	[M+Cl]-	354.1026217	8.349009167	7.849009167	8.849009167	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_40_MS-P4-C11_1_Rg70to1050-CE205060norm--S1_Run216.h5	HF_Aug2019	
N-acetyl-alanine	KTHDTJVBEPMMGL-VKHMYHEASA-N	[M-H]-	130.05097	8.35856224	7.60856224	9.10856224	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03G08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA03G08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
LINCOMYCIN HYDROCHLORIDE	OJMMVQQUTAEWLP-LPSAIEBYSA-N	[M-H]-	405.2064818	8.360969145	7.860969145	8.860969145	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_29_MS-P3-C10_1_Rg70to1050-CE102040norm--S1_Run159.h5	HF_Aug2019	
ISOPROTERENOL HYDROCHLORIDE	JWZZKOKVBUJMES-UHFFFAOYSA-N	[M-H]-	210.1135674	8.364951036	7.864951036	8.864951036	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_21_MS-P3-C2_1_Rg70to1050-CE205060norm--S1_Run119.h5	HF_Aug2019	
DAUNORUBICIN HYDROCHLORIDE	STQGQHZAVUOBTE-VGBVRHCVSA-N	[M-H]-	526.1718701	8.366908344	7.866908344	8.866908344	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_19_MS-P2-C10_1_Rg70to1050-CE102040norm--S1_Run108.h5	HF_Aug2019	
MAFENIDE HYDROCHLORIDE	TYMRLRRVMHJFTF-UHFFFAOYSA-N	[M-H]-	185.0390226	8.366964823	7.866964823	8.866964823	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_30_MS-P3-C11_1_Rg70to1050-CE205060norm--S1_Run165.h5	HF_Aug2019	
ETHAMBUTOL HYDROCHLORIDE	AEUTYOVWOVBAKS-UWVGGRQHSA-N	[M+Cl]-	239.15318	8.367071938	7.867071938	8.867071938	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_20_MS-P2-C11_1_Rg70to1050-CE205060norm--S1_Run114.h5	HF_Aug2019	
L-PHENYLEPHRINE HYDROCHLORIDE	SONNWYBIRXJNDC-VIFPVBQESA-N	[M-H]-	166.0873527	8.368358292	7.868358292	8.868358292	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_36_MS-P4-C7_1_Rg70to1050-CE205060norm--S1_Run195.h5	HF_Aug2019	
METAPROTERENOL	LMOINURANNBYCM-UHFFFAOYSA-N	[M-H]-	210.1135674	8.369117829	7.869117829	8.869117829	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_23_MS-P3-C4_1_Rg70to1050-CE102040norm--S1_Run128.h5	HF_Aug2019	
MINOCYCLINE HYDROCHLORIDE	DYKFCLLONBREIL-KVUCHLLUSA-N	[M-H]-	456.1776242	8.369800435	7.869800435	8.869800435	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_31_MS-P4-C2_1_Rg70to1050-CE205060norm--S1_Run170.h5	HF_Aug2019	
AMODIAQUINE DIHYDROCHLORIDE	QGFYFOHMBDMGBZ-UHFFFAOYSA-N	[M-H]-	354.137864	8.372347764	7.872347764	8.872347764	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_1_MS-P1-C2_1_Rg70to1050-CE205060norm--S1_Run17.h5	HF_Aug2019	
AMILORIDE HYDROCHLORIDE	XSDQTOBWRPYKKA-UHFFFAOYSA-N	[M-H]-	228.0406096	8.378511409	7.878511409	8.878511409	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_5_MS-P1-C6_1_Rg70to1050-CE102040norm--S1_Run36.h5	HF_Aug2019	
mannose	WQZGKKKJIJFFOK-QTVWNMPRSA-N	[M+Cl]-	215.03279	8.39174124	7.64174124	9.14174124	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06F11 2. MZRT: m/z-rt manually verified 3. PEAK: split, likely anomers 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
QUINACRINE HYDROCHLORIDE	GPKJTRJOBQGKQK-UHFFFAOYSA-N	[M-H]-	398.2004643	8.416989654	7.916989654	8.916989654	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_50_MS-P5-C11_1_Rg70to1050-CE102040norm--S1_Run266.h5	HF_Aug2019	
Sinigrin	PHZOWSSBXJXFOR-PTGZALFTSA-N	[M-H]-	358.02719712399994	8.549875324185749	8.049875324185749	9.049875324185749	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_NEG_MS2_RefStd-1_Sinigrin_1_Rg70to1050-CE205060norm-glucosinolate-water-S1_Run488.h5	HF_Aug2019	
guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N	[M-H]-	282.08439	8.570944541	7.820944541	9.320944541	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01F10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: ok but weird spiky shape 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01F10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: ok but weird spiky shape 4. SPECTRUM: none				HF_Aug2019	
Methoxy-glucobrassicin	IIAGSABLXRZUSE-UFRBAHOGSA-N	[M-H]-	477.0643109039999	8.599749369743028	8.099749369743028	9.09974936974303	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_NEG_MS2_RefStd-9_Methoxy-glucobrassicin_1_Rg70to1050-CE102040norm-glucosinolate-water-S1_Run528.h5	HF_Aug2019	
serotonin	QZAYGJVTTNCVMB-UHFFFAOYSA-N	[M-H]-	175.087687004	8.630110796820258	8.130110796820258	9.130110796820258	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260311_JGI_AE_511825_SorghAnth_final_EXP120B_HILICZ_USHXG03401/20260311_JGI_AE_511825_SorghAnth_final_EXP120B_HILICZ_USHXG03401_NEG_MS2_RefStd-2_serotonin-10ugml_1_Rg70to1050-CE205060norm-RefStd-S1_Run245.h5	HF_Aug2019	
rosmarinic acid	DOUMFZQKYFQNTF-WUTVXBCWSA-N	[M-H]-	359.07724	8.690061064	7.940061064	9.440061064	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA07B08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST, MONA 3. PEAK: ok but split tail 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07B08 2. MZRT: m/z-rt manually verified 3. PEAK: ok but split tail 4. SPECTRUM: none				HF_Aug2019	
trigonelline	WWNNZCOKKKDOPX-UHFFFAOYSA-O	[M-H+Cl]-	172.01708	8.731476336	7.981476336	9.481476336	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04F03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA04F03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
trigonelline	WWNNZCOKKKDOPX-UHFFFAOYSA-O	[M-2H]-	136.0404	8.765076846	8.015076846	9.515076846	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04F03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: missing peak in metatlas ref; STANDARD ANNOTATION: 1. SOURCE: IROA04F03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
Glucose (6 - 13C)	WQZGKKKJIJFFOK-NYKRWLDMSA-N	[M-H]-	185.0762411	8.853397943	8.353397943	9.353397943	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250723_JGI_YZ_511297_AnabescPyrofur_pilot-std_EXP120B_HILICZ_USHXG02663/20250723_JGI_YZ_511297_AnabescPyrofur_pilot-std_EXP120B_HILICZ_USHXG02663_NEG_MS2_RefStd-20_Glucose-100ugml_1_Rg70to1050-CE205060norm-100ugml-S1_Run242.h5	HF_Aug2019	
octopamine	QHGUCRYDKWKLMG-QMMMGPOBSA-N	[M-H]-	152.0717	8.87526667	8.12526667	9.62526667	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03C10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: almost perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA03C10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: almost perfect match to metatlas				HF_Aug2019	
