label	compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
CHLORTETRACYCLINE HYDROCHLORIDE (peak3)	CHLORTETRACYCLINE HYDROCHLORIDE (peak3)	CYDMQBQPVICBEU-XRNKAMNCSA-N	[M+H]+	479.1215694	6.788159657	6.288159657	7.288159657	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_11_MS-P2-C2_1_Rg70to1050-CE205060norm--S1_Run66.h5	HF_Aug2019	
GUANABENZ ACETATE	GUANABENZ ACETATE	WDZVGELJXXEGPV-PQMHYQBVSA-N	[M+H]+	231.0198776	6.849556844	6.349556844	7.349556844	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_23_MS-P3-C4_1_Rg70to1050-CE205060norm--S1_Run127.h5	HF_Aug2019	
EPHEDRINE (1R,2S) HYDROCHLORIDE	EPHEDRINE (1R,2S) HYDROCHLORIDE	KWGRBVOPPLSCSI-WPRPVWTQSA-N	[M+H]+	166.1226401	6.869414057	6.369414057	7.369414057	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_17_MS-P2-C8_1_Rg70to1050-CE102040norm--S1_Run95.h5	HF_Aug2019	
2'-deoxyguanosine	2'-deoxyguanosine	YKBGVTZYEHREMT-KVQBGUIXSA-N	[M+H]+	268.10403	6.889830747	6.139830747	7.639830747	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA03D09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA03D09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
AMPICILLIN SODIUM (peak2)	AMPICILLIN SODIUM (peak2)	AVKUERGKIZMTKX-NJBDSQKTSA-N	[M+H]+	350.1169031	6.910591506	6.410591506	7.410591506	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_4_MS-P1-C5_1_Rg70to1050-CE205060norm--S1_Run30.h5	HF_Aug2019	
methylguanidine	methylguanidine	CHJJGSNFBQVOTG-UHFFFAOYSA-N	[M+H]+	74.07127	6.91541464	6.16541464	7.66541464	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA02C09 2. MZRT: m/z-rt manually verified 3. PEAK: ok but weird shape w fronting 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02C09 2. MZRT: m/z-rt manually verified 3. PEAK: ok but weird shape w fronting 4. SPECTRUM: none				HF_Aug2019	
pantothenic acid	pantothenic acid	GHOKWGTUZJEAQD-ZETCQYMHSA-N	[M+H]+	220.11795	6.922951379	6.172951379	7.672951379	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA04A09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA04A09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
N-acetyl-glucosamine	N-acetyl-glucosamine	OVRNDRQMDRJTHS-RTRLPJTCSA-N	[M+H-H2O]+	204.08665	6.943990797	6.193990797	7.693990797	20	positive	STANDARD ANNOTATION: 1. SOURCE: NMLC0901 2. MZRT: m/z-rt manually verified 3. PEAK: right shoulder 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: NMLC0901 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score 3. PEAK: right shoulder 4. SPECTRUM: perfect				HF_Aug2019	
cytidine	cytidine	UHDGCWIWMRVCDJ-XVFCMESISA-N	[2M+H]+	487.17832	6.944804749	6.194804749	7.694804749	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA01B01 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
cytidine	cytidine	UHDGCWIWMRVCDJ-XVFCMESISA-N	[M+H]+	244.0928	6.944804749	6.194804749	7.694804749	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA01B01 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: none 4. SPECTRUM: only one major fragment; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
N-acetyl-glucosamine	N-acetyl-glucosamine	OVRNDRQMDRJTHS-RTRLPJTCSA-N	[M+H]+	222.09721	6.94819012	6.19819012	7.69819012	20	positive	STANDARD ANNOTATION: 1. SOURCE: NMLC0901 2. MZRT: m/z-rt manually verified 3. PEAK: right shoulder 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: NMLC0901 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score 3. PEAK: right shoulder 4. SPECTRUM: perfect				HF_Aug2019	
tryptophanamide	tryptophanamide	JLSKPBDKNIXMBS-VIFPVBQESA-N	[M+H]+	204.11314	6.982466915	6.232466915	7.732466915	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA05D01 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05D01 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
tyramine	tyramine	DZGWFCGJZKJUFP-UHFFFAOYSA-N	[M+H]+	138.09134	7.002441833	6.252441833	7.752441833	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA05A06 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA05A06 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
METHENAMINE	METHENAMINE	VKYKSIONXSXAKP-UHFFFAOYSA-N	[M+H]+	141.1134724	7.014493097	6.514493097	7.514493097	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_25_MS-P3-C6_1_Rg70to1050-CE205060norm--S1_Run137.h5	HF_Aug2019	
N-acetyl-mannosamine	N-acetyl-mannosamine	OVRNDRQMDRJTHS-ZTVVOAFPSA-N	[M+H]+	222.09721	7.048519783	6.298519783	7.798519783	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA01H11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: broad, split main w smaller L and R shoulders 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01H11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: broad, split main w smaller L and R shoulders 4. SPECTRUM: none				HF_Aug2019	
N-acetyl-mannosamine	N-acetyl-mannosamine	OVRNDRQMDRJTHS-ZTVVOAFPSA-N	[M+H-H2O]+	204.08665	7.048519783	6.298519783	7.798519783	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA01H11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NIST 3. PEAK: broad, split main w smaller L and R shoulders 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01H11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: broad, split main w smaller L and R shoulders 4. SPECTRUM: none				HF_Aug2019	
maleimide	maleimide	PEEHTFAAVSWFBL-UHFFFAOYSA-N	[M+NH4]+	115.0502	7.108641876	6.358641876	7.858641876	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA02B10 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02B10 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
N-acetyl-mannosamine	N-acetyl-mannosamine	OVRNDRQMDRJTHS-ZTVVOAFPSA-N	[M+Na]+	244.07916	7.153497474	6.403497474	7.903497474	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA01H11 2. MZRT: m/z-rt manually verified 3. PEAK: broad, split main w smaller L and R shoulders 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01H11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: broad, split main w smaller L and R shoulders 4. SPECTRUM: none				HF_Aug2019	
MELPHALAN	MELPHALAN	SGDBTWWWUNNDEQ-LBPRGKRZSA-N	[M+H]+	305.0818092	7.193551133	6.693551133	7.693551133	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_29_MS-P3-C10_1_Rg70to1050-CE102040norm--S1_Run157.h5	HF_Aug2019	
3,3',5'-triiodothyronine	3,3',5'-triiodothyronine	HZCBWYNLGPIQRK-LBPRGKRZSA-N	[M+H]+	651.79733	7.371901212	6.621901212	8.121901212	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA07C02 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: many matches and mismatches; STANDARD ANNOTATION: 1. SOURCE: IROA07C02 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: many matches and mismatches				HF_Aug2019	
Neoglucobrassicin	Neoglucobrassicin	PKKMITFKYRCCOL-CMZRPVNOSA-N	[M+H]+	479.0788629039999	7.4365012791365235	6.936501279136524	7.9365012791365235	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-13_Neoglucobrassicin_1_Rg70to1050-CE102040norm-glucosinolate-water-S1_Run546.h5	HF_Aug2019	
CYTARABINE	CYTARABINE	UHDGCWIWMRVCDJ-STUHELBRSA-N	[M+H]+	244.0927965	7.44060931	6.94060931	7.94060931	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_15_MS-P2-C6_1_Rg70to1050-CE102040norm--S1_Run85.h5	HF_Aug2019	
Neoglucobrassicin	Neoglucobrassicin	PKKMITFKYRCCOL-CMZRPVNOSA-N	[M+NH4]+	496.1054099039999	7.442223703115012	6.942223703115012	7.942223703115012	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-13_Neoglucobrassicin_1_Rg70to1050-CE205060norm-glucosinolate-water-S1_Run547.h5	HF_Aug2019	
RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE	ULFRLSNUDGIQQP-UHFFFAOYSA-N	[M+H]+	270.1713216	7.457004072	6.957004072	7.957004072	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_46_MS-P5-C7_1_Rg70to1050-CE102040norm--S1_Run244.h5	HF_Aug2019	
PRIMAQUINE PHOSPHATE (peak1)	PRIMAQUINE PHOSPHATE (peak1)	INDBQLZJXZLFIT-UHFFFAOYSA-N	[M+H]+	260.1757383	7.458513789	6.958513789	7.958513789	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_31_MS-P4-C2_1_Rg70to1050-CE205060norm--S1_Run168.h5	HF_Aug2019	
Glucoberteroin	Glucoberteroin	MEFPHTVXBPLRLX-KHXSHCKASA-N	[M+NH4]+	453.1029673799999	7.467089180123913	6.967089180123913	7.967089180123914	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-6_Glucoberteroin_1_Rg70to1050-CE102040norm-glucosinolate-water-S1_Run511.h5	HF_Aug2019	
Glucoberteroin	Glucoberteroin	MEFPHTVXBPLRLX-KHXSHCKASA-N	[M+H]+	436.0764203799999	7.477112830974623	6.977112830974623	7.977112830974622	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-6_Glucoberteroin_1_Rg70to1050-CE102040norm-glucosinolate-water-S1_Run511.h5	HF_Aug2019	
Gluconasturtiin	Gluconasturtiin	CKIJIGYDFNXSET-LFHLZQBKSA-N	[M+H]+	424.0730492519999	7.58222021947148	7.08222021947148	8.08222021947148	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-8_Gluconasturtiin_1_Rg70to1050-CE205060norm-glucosinolate-water-S1_Run522.h5	HF_Aug2019	
Gluconasturtiin	Gluconasturtiin	CKIJIGYDFNXSET-LFHLZQBKSA-N	[M+NH4]+	441.0995962519999	7.593234628388164	7.093234628388164	8.093234628388164	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-8_Gluconasturtiin_1_Rg70to1050-CE102040norm-glucosinolate-water-S1_Run521.h5	HF_Aug2019	
Glycine Betaine	Glycine Betaine	KWIUHFFTVRNATP-UHFFFAOYSA-N	[M+H]+	118.086254592	7.604600378546218	7.104600378546218	8.104600378546218	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20250610_JGI_MB-KW_510659_MtrophMeth-13C_final_EXP120B_HILICZ_USHXG01827/20250610_JGI_MB-KW_510659_MtrophMeth-13C_final_EXP120B_HILICZ_USHXG01827_POS_MS2_RefStd-S8_GlycineBetaine_A_Rg70to1050-CE102040norm-super-S1_Run420.h5	HF_Aug2019	
3,5-diiodo-thyronine	3,5-diiodo-thyronine	ZHSOTLOTTDYIIK-ZDUSSCGKSA-N	[M+H]+	525.90068	7.66708934	6.91708934	8.41708934	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA05G03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05G03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
PENCICLOVIR	PENCICLOVIR	JNTOCHDNEULJHD-UHFFFAOYSA-N	[M+H]+	254.1247653	7.673514952	7.173514952	8.173514952	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_43_MS-P5-C4_1_Rg70to1050-CE102040norm--S1_Run228.h5	HF_Aug2019	
CICLOPIROX OLAMINE (peak2)	CICLOPIROX OLAMINE (peak2)	SCKYRAXSEDYPSA-UHFFFAOYSA-N	[M+H]+	208.1332048	7.756376229	7.256376229	8.256376229	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_14_MS-P2-C5_1_Rg70to1050-CE205060norm--S1_Run81.h5	HF_Aug2019	
Glucotropaeolin	Glucotropaeolin	QQGLQYQXUKHWPX-BXLHIMNRSA-N	[M+H]+	410.0573991879999	7.811146477841109	7.311146477841109	8.31114647784111	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-7_Glucotropaeolin_1_Rg70to1050-CE102040norm-glucosinolate-water-S1_Run516.h5	HF_Aug2019	
AMBROXOL HYDROCHLORIDE (peak2)	AMBROXOL HYDROCHLORIDE (peak2)	JBDGDEWWOUBZPM-XYPYZODXSA-N	[M+H]+	376.9858634	7.833268162	7.333268162	8.333268162	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_17_MS-P2-C8_1_Rg70to1050-CE102040norm--S1_Run95.h5	HF_Aug2019	
Glucotropaeolin	Glucotropaeolin	QQGLQYQXUKHWPX-BXLHIMNRSA-N	[M+NH4]+	427.0839461879999	7.834730098059327	7.334730098059327	8.334730098059328	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-7_Glucotropaeolin_1_Rg70to1050-CE205060norm-glucosinolate-water-S1_Run517.h5	HF_Aug2019	
Glucobrassicanapin	Glucobrassicanapin	XMJFVIGTHMOGNZ-AHMUMSBHSA-N	[M+H]+	388.0730492519999	7.834807658366883	7.334807658366883	8.334807658366884	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-3_Glucobrassicanapin_1_Rg70to1050-CE102040norm-glucosinolate-water-S1_Run496.h5	HF_Aug2019	
3-amino-5-hydroxybenzoic acid	3-amino-5-hydroxybenzoic acid	QPEJHSFTZVMSJH-UHFFFAOYSA-N	[M+H]+	154.04987	7.877365641	7.127365641	8.627365641	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA05E03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: RTs off a bit from each other prob because of broad peak shape 4. SPECTRUM: perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA05E03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: RTs off a bit from each other prob because of broad peak shape 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
betaine	betaine	KWIUHFFTVRNATP-UHFFFAOYSA-O	[M]+	118.08626	7.91924072	7.16924072	8.66924072	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA02B01 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02B01 2. MZRT: m/z-rt manually verified 3. PEAK: low intensity 4. SPECTRUM: none				HF_Aug2019	
AMOXICILLIN	AMOXICILLIN	LSQZJLSUYDQPKJ-OAYJICASSA-N	[M+H]+	366.1118177	8.040694141	7.540694141	8.540694141	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_2_MS-P1-C3_1_Rg70to1050-CE205060norm--S1_Run20.h5	HF_Aug2019	
Gluconapin	Gluconapin	PLYQBXHVYUJNQB-BZVDQRPCSA-N	[M+H]+	374.0573991879999	8.10157854785495	7.601578547854951	8.601578547854949	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-10_Gluconapin_1_Rg70to1050-CE102040norm-glucosinolate-water-S1_Run531.h5	HF_Aug2019	
4-hydroxy-2-quinolinecarboxylic acid	4-hydroxy-2-quinolinecarboxylic acid	HCZHHEIFKROPDY-UHFFFAOYSA-N	[M+H]+	190.04987	8.125375249	7.375375249	8.875375249	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA05B09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas, frag intensity variation in mona, missing/additional frags in nist; STANDARD ANNOTATION: 1. SOURCE: IROA05B09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect match to metatlas, frag intensity variation in mona, missing/additional frags in nist				HF_Aug2019	
TERBUTALINE HEMISULFATE	TERBUTALINE HEMISULFATE	XWTYSIMOBUGWOL-UHFFFAOYSA-N	[M+H]+	226.1437695	8.142550364	7.642550364	8.642550364	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_42_MS-P5-C3_1_Rg70to1050-CE205060norm--S1_Run224.h5	HF_Aug2019	
1-methyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	1-methyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	IBRKLUSXDYATLG-LURJTMIESA-N	[M+H]+	180.10191	8.199857751	7.449857751	8.949857751	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA06C11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: MONA 3. PEAK: 2nd of 2 pks, higher intensity 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06C11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: 2nd of 2 pks, higher intensity 4. SPECTRUM: none				HF_Aug2019	
DEMECLOCYCLINE HYDROCHLORIDE	DEMECLOCYCLINE HYDROCHLORIDE	FMTDIUIBLCQGJB-SEYHBJAFSA-N	[M+H]+	465.1059193	8.265948008	7.765948008	8.765948008	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_12_MS-P2-C3_1_Rg70to1050-CE205060norm--S1_Run71.h5	HF_Aug2019	
NORFLOXACIN	NORFLOXACIN	OGJPXUAPXNRGGI-UHFFFAOYSA-N	[M+H]+	320.1404957	8.300526863	7.800526863	8.800526863	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_40_MS-P4-C11_1_Rg70to1050-CE205060norm--S1_Run214.h5	HF_Aug2019	
QUINIDINE GLUCONATE (peak2)	QUINIDINE GLUCONATE (peak2)	LOUPRKONTZGTKE-LHHVKLHASA-N	[M+H]+	325.191054	8.300712942	7.800712942	8.800712942	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_41_MS-P5-C2_1_Rg70to1050-CE205060norm--S1_Run219.h5	HF_Aug2019	
QUININE	QUININE	LOUPRKONTZGTKE-AFHBHXEDSA-N	[M+H]+	325.191054	8.302125574	7.802125574	8.802125574	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_42_MS-P5-C3_1_Rg70to1050-CE102040norm--S1_Run223.h5	HF_Aug2019	
MANNITOL	MANNITOL	FBPFZTCFMRRESA-JGWLITMVSA-N	[M+H]+	183.0863142	8.307708743	7.807708743	8.807708743	5	positive	STANDARD ANNOTATION: 1. SOURCE: IROA06G08 2. MZRT: m/z-rt manually verified 3. PEAK: spiky top 4. SPECTRUM: none			/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_6_MS-P1-C7_1_Rg70to1050-CE205060norm--S1_Run40.h5	HF_Aug2019	
